"theme_l1";"theme_l2";"theme_l3";"concept_text_long";"item_name";"variable_label";"source";"measure_wave";"suf_index";"data_collection_a";"mode_a";"item_id";"item_version";"concept_id";"concept_version";"sort_id"
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Mother's type of completed tertiary education [composite];meduct_comp;Mother's type of completed tertiary education [composite];"";"0";Wave-specific;Base (BQ);CASI/Web/PP;1874;1941;1068;1069;"4020209960.4                  "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Mother's highest educational attainment [ISCED 97];misced97_comp;Mother's highest educational attainment [composite];"";"0";Wave-specific;Base (BQ);CASI/Web/PP;1879;1946;1844;1845;"4020209960.5                  "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Father's highest educational attainment;fedu;Father's highest educational attainment;"PISA 2012; Mang et al. (2018)";"0";Wave-specific;Base (BQ);CASI/Web/PP;17;544;80;108;"4020209961                    "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Father's highest completed education;feduc;Father's highest completed education (Father's highest completed education);"PISA 2012; Mang et al. (2018)";"0";Wave-specific;Base (BQ);CASI/Web/PP;523;411;231;127;"4020209970                    "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Father's type of completed tertiary education;feduct;Father's type high education;"TREE; PISA 2012; Mang et al. (2018)";"0";Wave-specific;Base (BQ);CASI/Web/PP;40;378;91;116;"4020209991                    "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Father's highest educational attainment [ISCED 97];fisced97;Father's highest educational attainment;"";"0";Wave-specific;Base (BQ);CASI/Web/PP;538;93;160;175;"4020209995                    "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Father's highest educational attainment [composite];fedu_comp;Father's highest educational attainment [composite];"";"0";Wave-specific;Base (BQ);CASI/Web/PP;1877;1944;1071;1072;"4020209995.1                  "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Father's highest completed education [composite];feduc_comp;Father's highest completed education [composite];"";"0";Wave-specific;Base (BQ);CASI/Web/PP;1873;1940;1067;1068;"4020209995.2                  "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Father's type of completed tertiary education [composite];feduct_comp;Father's type of completed tertiary education [composite];"";"0";Wave-specific;Base (BQ);CASI/Web/PP;1875;1942;1069;1070;"4020209995.3                  "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Father's highest educational attainment [ISCED 97];fisced97_comp;Father's highest educational attainment [composite];"";"0";Wave-specific;Base (BQ);CASI/Web/PP;1880;1947;160;175;"4020209995.4                  "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Parents' highest educational attainment;fmedu;Parents' highest educational attainment;PISA 2012;"0";Wave-specific;Base (BQ);CASI/Web/PP;46;369;50;86;"4020209996                    "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Parents' highest educational attainment [composite];fmedu_comp;Parents' highest educational attainment [composite];"";"0";Wave-specific;Base (BQ);CASI/Web/PP;1878;1945;1072;1073;"4020209996.1                  "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Parents' highest educational attainment [ISCED 97];hisced97;Parents' highest educational attainment;"";"0";Wave-specific;Base (BQ);CASI/Web/PP;539;94;1845;1846;"4020209996.2                  "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Parents' highest educational attainment [ISCED 97];hisced97_comp;Parents' highest educational attainment [composite];"";"0";Wave-specific;Base (BQ);CASI/Web/PP;1881;1948;1845;1846;"4020209996.3                  "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Highest parental occupational code (ISEI-08 status);hisei08;Highest parental occupational code (ISEI-08 status);"Ganzeboom, De Graaf, and Treiman (1992); Ganzeboom and Treiman (2019)";"0";Wave-specific;Base (BQ);CASI;527;102;1846;1847;"4020209997                    "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (family of origin);Highest parental occupational code (ISEI-88 status);hisei88;Highest parental occupational code (ISEI-88 status);"Ganzeboom, De Graaf, and Treiman (1992); Ganzeboom and Treiman (2019)";"0";Wave-specific;Base (BQ);CASI;492;406;1847;1848;"4020209998                    "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (own);Embodied cultural capital;inccap_fs;Embodied cultural capital;TREE;"0, 2";T0, t2_quer;Complementary (CQ);Web/PP;331;367;129;144;"40203010030                   "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (own);Embodied cultural capital: manners;manners_fs;Cult. capital: manners;TREE;"0, 2";T0, t2_quer;Complementary (CQ);Web/PP;346;293;96;135;"40203010040                   "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (own);Embodied cultural capital: verbal skills;verbskill_fs;Cult. capital: verbal skills;TREE;"0, 2";T0, t2_quer;Complementary (CQ);Web/PP;347;91;174;179;"40203010050                   "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (own);Embodied cultural capital: manners;manners1;Sense to avoid bad impression in dealing with adults (Cult. capital: manners);TREE;"0, 2";T0, t2_quer;Complementary (CQ);Web/PP;601;507;96;135;"40203010060                   "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (own);Embodied cultural capital: manners;manners2;I am good at adjusting to very different adults (Cult. capital: manners);TREE;"0, 2";T0, t2_quer;Complementary (CQ);Web/PP;602;508;96;135;"40203010070                   "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (own);Embodied cultural capital: manners;manners3;Sense of situational behaviour vis-a-vis adults (Cult. capital: manners);TREE;"0, 2";T0, t2_quer;Complementary (CQ);Web/PP;323;113;96;135;"40203010080                   "
Family & significant others: family background, social origin & networks;Social, cultural & economic resources;Cultural capital (own);Embodied cultural capital: verbal skills;verbskill1;I am good at expressing myself vis-a-vis adults (Cult. capital: verbal skills);TREE;"0, 2";T0, t2_quer;Complementary (CQ);Web/PP;324;114;174;179;"40203010090                   "
